total_income,essentials_percentage,savings_percentage,investments_percentage,discretionary_percentage,risk_tolerance,financial_status
6865,31.82,16.44,7.88,43.86,High,stable
7188,43.78,6.29,29.96,19.97,High,stable
6782,33.51,22.25,26.9,17.34,Medium,strain
6334,49.17,21.06,14.81,14.96,Low,strain
7571,59.15,22.04,11.33,7.49,Medium,strain
6798,52.68,10.28,28.05,8.99,High,strain
6348,37.86,24.89,8.08,29.17,Low,growth
6273,56.19,16.98,13.68,13.15,High,stable
6963,57.39,18.41,7.1,17.1,High,growth
6720,67.3,18.65,28.84,0.0,Medium,stable
7774,35.87,12.17,20.44,31.52,High,growth
7438,57.69,11.25,13.4,17.65,Low,stable
6500,66.46,5.12,11.89,16.54,Low,growth
7117,50.06,14.92,16.1,18.92,Medium,stable
6685,44.47,17.13,7.28,31.12,Medium,growth
6079,36.83,23.57,27.23,12.37,Low,stable
6622,64.67,6.67,17.77,10.89,Medium,strain
7241,45.77,28.1,23.13,3.0,High,stable
6947,67.0,11.6,10.84,10.56,Low,stable
6358,63.91,14.17,17.59,4.33,Medium,growth
6618,45.07,6.21,10.28,38.45,Low,strain
6507,52.96,21.33,25.4,0.31,High,growth
7583,31.09,22.72,24.38,21.81,Medium,stable
7205,40.53,28.22,8.71,22.55,Low,stable
6576,58.41,13.42,6.86,21.31,High,stable
7270,57.12,11.43,25.6,5.84,Medium,stable
6244,44.13,23.15,7.74,24.97,Low,growth
6506,62.34,22.67,18.71,0.0,High,strain
6422,39.43,28.43,18.36,13.78,High,stable
7344,48.45,10.13,10.07,31.34,High,growth
7111,48.9,22.63,19.78,8.68,High,growth
6217,43.63,6.67,17.57,32.13,High,growth
7514,68.19,17.01,17.73,0.0,Medium,growth
7543,57.87,7.98,13.99,20.16,High,growth
7302,51.57,21.33,25.96,1.14,Medium,stable
7873,50.42,20.04,7.11,22.43,Medium,stable
7746,36.37,6.22,15.97,41.44,Low,strain
7009,44.89,12.99,11.5,30.63,Low,strain
7193,56.91,14.88,26.21,2.0,Medium,strain
6330,66.98,11.2,10.63,11.19,High,strain
6650,62.66,5.97,24.18,7.2,High,growth
7465,42.02,12.97,20.29,24.73,Medium,growth
6391,47.36,24.82,26.87,0.96,High,growth
7520,33.32,14.0,19.84,32.84,Medium,growth
6381,34.09,13.08,18.91,33.92,Low,growth
7330,48.81,28.54,25.03,0.0,High,growth
6742,51.21,6.04,19.06,23.69,High,growth
6820,40.56,24.18,26.11,9.14,High,growth
6673,55.71,17.08,6.23,20.98,Low,strain
6513,58.14,28.61,17.38,0.0,High,stable
7772,41.96,14.84,25.32,17.88,Medium,strain
6949,60.34,22.7,26.21,0.0,High,growth
7212,38.22,6.75,25.85,29.18,Medium,growth
6930,51.77,28.22,20.11,0.0,High,growth
7540,62.17,13.61,29.85,0.0,Medium,stable
6913,51.48,18.1,9.53,20.88,Low,growth
6644,66.32,8.46,9.36,15.86,High,growth
6427,32.34,28.64,5.82,33.2,Low,strain
6502,53.53,21.82,29.73,0.0,Low,strain
6730,52.47,6.35,13.7,27.48,High,growth
7284,56.41,8.88,24.05,10.65,High,stable
7537,63.34,15.0,6.49,15.18,Medium,stable
6071,59.03,10.42,12.47,18.08,High,strain
6478,61.61,12.62,20.6,5.18,High,strain
7202,41.55,29.94,18.12,10.39,Medium,stable
6457,45.5,21.47,10.19,22.84,Medium,strain
6189,55.07,28.06,16.54,0.33,High,growth
6291,52.14,15.89,7.72,24.25,High,growth
7544,68.44,22.76,18.57,0.0,High,growth
7789,37.47,16.49,7.42,38.61,Low,growth
6920,44.05,13.21,20.9,21.84,Low,strain
6292,52.91,17.98,8.88,20.23,High,growth
7970,64.72,15.68,18.68,0.92,Medium,growth
6756,67.17,29.51,8.23,0.0,High,growth
7659,43.44,17.4,15.02,24.14,High,growth
7835,32.68,25.28,13.8,28.24,Low,stable
7307,46.86,21.67,23.91,7.55,High,growth
7568,45.77,16.99,21.03,16.21,High,strain
7870,69.46,16.85,28.43,0.0,Low,growth
6377,47.24,13.55,28.05,11.16,Low,stable
7682,42.23,7.67,23.12,26.97,Medium,growth
7180,44.62,24.04,24.26,7.08,Medium,strain
6508,45.88,27.95,20.62,5.55,Medium,strain
7437,62.86,10.45,22.29,4.4,High,stable
6528,33.24,28.14,20.43,18.19,Medium,strain
7379,42.66,10.81,12.79,33.74,Low,strain
6559,68.65,18.25,13.77,0.0,Medium,strain
7787,36.12,13.59,19.37,30.92,High,stable
7211,59.7,7.86,23.0,9.43,High,stable
7055,44.26,6.32,15.15,34.27,Medium,stable
6260,53.27,14.13,8.57,24.03,High,stable
6421,33.98,6.18,16.49,43.35,High,stable
7553,42.26,7.61,29.08,21.06,High,stable
7575,50.03,8.56,10.35,31.06,Medium,stable
6304,39.27,5.05,21.23,34.46,High,stable
6942,51.67,8.83,29.56,9.93,Medium,stable
7968,38.79,19.43,14.41,27.37,Medium,growth
7063,56.0,25.49,27.2,0.0,High,stable
7513,66.17,9.84,26.6,0.0,Medium,growth
7668,33.42,7.02,13.48,46.08,Medium,stable
6542,38.66,23.24,7.46,30.63,High,stable
7694,63.78,5.2,9.46,21.56,High,stable
7302,55.26,23.35,14.14,7.24,Medium,growth
7227,33.15,8.28,28.98,29.6,Low,growth
7090,49.45,10.71,11.86,27.98,Low,stable
6108,38.39,8.0,28.17,25.44,Low,stable
6268,37.96,11.18,9.53,41.32,Low,growth
6222,67.63,24.95,29.25,0.0,Medium,stable
7828,60.46,8.31,12.34,18.88,High,stable
7554,57.85,29.85,20.83,0.0,Low,growth
7114,39.56,13.18,6.74,40.52,High,growth
6693,34.74,28.05,12.49,24.72,Low,growth
6255,64.83,9.75,10.27,15.15,Low,stable
7479,30.24,9.7,5.09,54.98,Low,growth
6253,45.52,19.13,8.92,26.42,High,stable
6257,41.1,6.27,19.83,32.8,High,strain
6383,52.82,25.03,14.75,7.41,Low,strain
6442,40.02,15.99,23.06,20.93,High,stable
7882,42.45,22.48,21.78,13.3,Low,stable
6599,64.0,9.37,24.98,1.65,Medium,growth
7114,54.13,21.06,26.68,0.0,High,stable
7773,35.83,19.85,25.5,18.83,Low,stable
6390,59.06,23.89,16.2,0.85,Medium,growth
6582,38.3,12.44,12.72,36.55,Medium,stable
7068,47.32,28.33,17.56,6.79,Low,strain
7736,55.86,29.03,18.38,0.0,Medium,stable
7688,40.88,26.7,12.83,19.59,Medium,growth
6598,45.36,19.3,18.5,16.83,Low,stable
6019,59.37,15.51,7.64,17.48,Medium,stable
7125,67.52,6.45,10.78,15.26,Medium,stable
7938,51.17,28.68,23.65,0.0,Low,strain
6607,30.4,28.79,9.57,31.24,Low,growth
7790,43.54,5.47,8.48,42.52,Medium,strain
7381,45.95,13.92,12.18,27.95,High,strain
7566,43.57,27.0,14.28,15.16,Low,growth
7785,47.45,7.02,13.21,32.31,High,growth
7962,55.31,9.91,14.37,20.41,Low,strain
6033,34.85,29.47,8.5,27.19,High,strain
7994,40.91,26.18,9.13,23.78,Low,stable
7253,50.31,27.8,10.9,11.0,Medium,growth
7548,42.62,8.55,15.05,33.77,Medium,strain
7654,69.64,10.28,13.4,6.68,High,stable
6862,47.26,20.14,24.78,7.82,High,strain
6155,64.79,17.54,18.14,0.0,Low,strain
7447,65.86,12.46,19.39,2.28,Low,growth
6905,63.44,27.1,19.01,0.0,High,strain
7270,31.88,27.53,14.97,25.62,High,growth
6405,67.91,12.29,29.51,0.0,Medium,strain
6844,35.15,8.89,5.93,50.02,High,stable
7783,31.38,8.73,10.4,49.5,Medium,growth
7565,46.57,17.11,12.12,24.2,High,growth
7185,37.79,8.32,27.03,26.86,Medium,stable
6747,37.37,16.83,27.97,17.83,Medium,growth
7726,41.51,16.55,26.15,15.79,Medium,stable
7141,39.94,27.1,15.42,17.54,Low,growth
6271,57.39,12.41,27.87,2.34,Medium,growth
6770,37.47,19.02,7.46,36.05,High,growth
7716,51.72,23.59,21.31,3.38,High,growth
7511,69.46,19.9,28.43,0.0,High,strain
7909,47.3,28.85,23.87,0.0,Low,strain
6172,55.67,20.06,11.95,12.32,Medium,strain
7974,68.77,27.55,22.94,0.0,Low,growth
6274,35.51,11.13,12.37,41.0,Medium,strain
6259,46.74,19.02,7.79,26.45,High,growth
7159,64.01,18.58,22.93,0.0,Medium,growth
7707,67.29,29.74,9.48,0.0,Low,stable
7746,54.05,10.11,7.78,28.06,Low,stable
7772,35.74,8.52,18.79,36.94,Low,stable
6422,66.06,20.29,20.52,0.0,Low,growth
7445,36.98,10.59,6.28,46.15,High,stable
7210,44.12,20.98,5.11,29.79,Low,stable
7953,45.02,29.31,27.05,0.0,Low,growth
6364,47.89,28.66,7.88,15.56,Low,growth
7979,61.61,10.78,19.6,8.02,High,strain
7631,62.09,9.27,28.84,0.0,Medium,growth
6378,58.79,19.02,17.8,4.4,High,strain
7547,30.89,19.67,8.49,40.95,High,growth
6580,52.59,21.56,14.84,11.01,High,stable
6891,59.9,23.54,20.6,0.0,Medium,growth
6722,47.79,20.02,24.07,8.12,Low,strain
7220,67.8,7.79,20.17,4.24,High,growth
6881,62.95,24.75,5.86,6.44,Low,growth
7122,55.53,6.99,8.58,28.91,Low,stable
6605,32.5,5.5,14.3,47.71,Medium,growth
6022,56.09,24.24,22.64,0.0,Medium,stable
7474,66.46,18.71,19.61,0.0,High,strain
7196,45.18,22.46,6.12,26.24,Medium,growth
6383,63.53,14.57,24.92,0.0,Medium,strain
6134,42.53,5.28,20.13,32.07,Medium,growth
7450,52.8,13.28,27.18,6.74,Low,stable
7049,55.94,20.2,15.44,8.42,Medium,growth
6503,57.12,10.64,17.26,14.98,High,stable
7209,65.3,22.2,15.14,0.0,Medium,strain
7109,39.38,24.86,23.06,12.69,High,strain
7591,40.49,16.36,23.8,19.35,High,stable
7787,58.16,26.89,23.08,0.0,Medium,growth
6144,37.09,26.37,12.29,24.25,Low,stable
7887,48.57,26.95,20.9,3.58,High,stable
7934,30.8,21.53,13.46,34.21,High,stable
7703,35.64,12.62,25.86,25.89,High,stable
7436,57.15,17.03,6.38,19.44,Medium,strain
6224,59.9,22.76,5.94,11.4,High,stable
6220,34.61,10.26,7.54,47.58,Medium,stable
6179,39.11,23.47,10.06,27.36,High,strain
7655,33.96,18.7,5.94,41.4,Low,strain
6433,47.34,7.4,6.79,38.47,High,strain
6265,35.04,18.93,12.65,33.37,Medium,growth
6954,47.49,6.67,7.49,38.34,Medium,growth
6429,59.28,5.36,25.05,10.31,High,strain
7686,57.34,27.24,6.35,9.08,Medium,stable
6416,41.22,17.25,27.7,13.84,Low,stable
7477,56.95,18.58,26.77,0.0,Medium,strain
6727,67.11,12.0,10.21,10.68,High,strain
6197,43.9,18.57,6.79,30.74,Low,growth
7578,43.16,9.22,7.64,39.98,Medium,strain
7077,52.86,23.64,18.98,4.52,High,growth
6480,39.82,25.58,20.02,14.57,Medium,strain
7467,56.06,26.4,12.89,4.65,High,stable
7354,63.29,7.67,12.42,16.62,Medium,strain
7275,48.37,18.94,18.29,14.4,Medium,stable
7831,57.18,25.22,12.64,4.96,Low,strain
6890,56.08,8.21,28.36,7.36,Low,growth
7807,31.55,7.49,14.57,46.4,Medium,strain
7991,37.34,25.42,10.5,26.74,High,stable
6925,65.74,24.92,8.65,0.69,High,stable
6123,67.56,16.22,20.79,0.0,Medium,stable
7903,61.22,7.74,13.17,17.87,Medium,strain
7411,66.85,17.9,9.72,5.53,Low,growth
7363,42.25,14.87,11.9,30.99,Medium,growth
6778,39.91,17.96,12.7,29.43,Medium,growth
6348,45.37,16.0,20.65,17.98,High,stable
6029,32.21,19.21,9.37,39.21,Low,stable
6975,62.39,23.18,23.32,0.0,Low,growth
6035,69.37,24.37,12.62,0.0,Medium,growth
7542,62.96,21.22,17.21,0.0,Low,strain
7420,52.2,9.97,21.37,16.46,High,strain
6623,41.81,14.93,18.59,24.67,Medium,strain
7318,37.91,6.78,21.56,33.76,Medium,growth
6589,44.56,16.29,13.06,26.08,High,growth
7373,56.68,29.26,29.09,0.0,Low,growth
7171,47.88,21.04,16.47,14.6,Low,stable
7091,67.36,8.87,13.05,10.72,High,growth
6904,64.17,11.71,12.41,11.71,High,strain
6520,34.1,6.61,6.07,53.22,High,strain
6122,35.26,9.56,22.12,33.06,High,stable
6340,57.05,17.2,11.56,14.19,Low,strain
6175,39.23,13.62,28.97,18.17,Low,strain
7924,61.64,10.1,10.26,18.0,High,stable
7715,53.65,8.66,18.24,19.44,High,strain
6597,39.19,21.4,23.39,16.02,Medium,stable
6451,49.15,18.95,26.75,5.15,Medium,strain
6557,46.24,26.07,8.91,18.78,Low,stable
7160,64.93,9.58,29.64,0.0,Medium,stable
7879,31.29,26.2,27.67,14.85,Medium,growth
7040,65.83,19.45,29.07,0.0,Medium,stable
7357,56.08,11.66,26.32,5.94,Low,strain
7219,59.5,11.84,26.94,1.72,Medium,growth
7520,30.1,14.76,19.97,35.17,High,growth
6009,55.13,16.5,26.13,2.23,Low,growth
7852,53.54,7.06,18.35,21.05,Medium,stable
6334,51.49,26.05,18.46,4.01,Low,stable
7357,61.43,8.04,19.06,11.46,Medium,growth
7017,52.23,17.09,29.91,0.77,Low,stable
6327,64.28,14.57,7.61,13.53,High,strain
6015,39.31,17.81,25.14,17.75,Medium,strain
6839,62.24,27.19,11.83,0.0,Medium,strain
7638,37.17,29.73,14.03,19.07,Low,stable
6226,62.52,5.51,7.01,24.96,High,strain
7449,67.62,14.83,13.79,3.76,Medium,strain
7814,43.43,25.44,29.77,1.36,High,stable
7432,51.2,13.17,14.93,20.71,Medium,stable
6113,56.33,21.23,21.74,0.7,High,strain
7452,33.18,29.81,8.02,29.0,Medium,growth
6001,49.76,21.17,28.06,1.01,Low,growth
6266,44.42,7.78,25.69,22.1,Low,stable
7515,64.9,26.07,14.66,0.0,High,stable
7232,65.07,29.17,13.71,0.0,Medium,stable
7646,58.03,22.81,15.81,3.35,Medium,growth
7736,56.23,15.48,15.03,13.26,High,strain
6952,59.35,28.71,11.45,0.49,Medium,growth
7393,44.64,29.21,29.77,0.0,Low,stable
6306,46.18,28.38,25.26,0.18,Medium,growth
6012,52.15,15.3,11.7,20.86,Low,stable
7369,67.52,24.74,29.54,0.0,High,strain
7489,58.96,21.35,5.39,14.3,Medium,stable
7724,52.04,9.49,15.95,22.52,High,strain
7690,60.82,18.39,19.24,1.56,Low,strain
7518,44.84,23.69,5.94,25.53,High,growth
7392,59.22,27.4,9.03,4.36,High,stable
7870,46.43,26.56,11.45,15.55,Medium,growth
6937,41.19,8.87,23.01,26.94,High,stable
6420,54.39,17.2,28.49,0.0,High,stable
6889,57.48,16.96,20.61,4.95,Medium,stable
7815,48.37,27.47,19.07,5.09,High,growth
6171,52.62,5.05,18.42,23.91,Low,growth
6134,57.76,23.47,13.77,5.0,Medium,stable
6965,60.71,20.47,25.69,0.0,Low,growth
7451,65.82,28.04,18.52,0.0,Medium,stable
7049,44.18,16.42,10.75,28.64,High,growth
7554,68.06,21.44,8.42,2.08,Low,growth
7214,55.49,29.32,29.64,0.0,Low,strain
7165,61.51,23.6,5.44,9.46,Low,growth
7579,57.99,6.68,28.34,6.99,High,stable
7870,38.22,9.19,10.46,42.13,Low,growth
7820,32.86,25.54,21.44,20.17,Low,growth
6658,59.05,13.37,12.54,15.04,High,stable
7339,50.44,22.65,26.5,0.41,High,growth
7468,58.09,22.5,18.59,0.83,High,strain
7343,49.07,29.84,8.53,12.56,Low,strain
7465,42.49,16.75,11.75,29.02,Low,strain
7116,41.4,23.45,13.01,22.15,Low,strain
6179,59.22,6.22,27.15,7.41,Medium,stable
7080,41.07,16.56,24.17,18.2,Low,stable
7179,58.59,9.67,25.74,6.01,Low,strain
7696,45.36,26.01,6.31,22.32,Medium,stable
6111,60.84,26.0,19.47,0.0,Medium,growth
6137,35.71,10.91,29.98,23.4,Low,growth
6232,38.2,12.96,24.63,24.21,Medium,growth
6992,57.44,22.56,8.02,11.98,Low,strain
6468,52.41,23.46,21.97,2.16,High,strain
6732,38.16,21.44,23.63,16.77,High,stable
6481,66.11,29.92,17.86,0.0,High,stable
7092,41.04,26.72,6.97,25.28,High,stable
6814,46.84,15.43,5.87,31.86,Medium,strain
7273,38.09,13.17,28.45,20.29,Low,stable
6994,45.52,19.92,11.44,23.12,Medium,growth
6323,49.67,25.44,14.47,10.42,High,growth
6922,41.81,16.88,24.88,16.42,High,growth
6904,60.76,23.44,22.23,0.0,Low,strain
9542,45.76,5.48,29.21,19.55,Medium,stable
10000,59.18,28.15,7.32,5.35,High,stable
9816,38.28,24.35,22.67,14.7,Medium,strain
9456,45.08,14.85,7.06,33.01,Low,strain
9511,30.32,14.6,5.0,50.07,Low,growth
8606,60.35,7.57,8.01,24.08,Medium,strain
8429,55.04,25.4,20.42,0.0,Low,growth
9293,62.71,24.22,21.9,0.0,Medium,growth
9733,48.22,20.76,15.96,15.06,Medium,stable
9561,61.99,7.54,6.15,24.32,Medium,growth
8148,55.9,11.56,20.85,11.69,High,stable
9142,30.14,16.47,7.15,46.24,High,growth
8850,40.15,11.65,8.54,39.66,Medium,stable
8367,49.76,15.85,17.81,16.58,Low,strain
8850,54.75,10.65,13.51,21.09,Low,stable
9090,32.62,13.74,16.62,37.02,High,strain
9994,58.2,21.31,20.88,0.0,Medium,stable
8813,51.74,27.31,9.0,11.95,High,strain
9394,51.03,14.63,27.33,7.02,Medium,strain
8175,41.68,22.3,18.99,17.03,Low,strain
9855,53.79,8.37,5.55,32.28,Low,growth
8588,31.1,18.52,20.71,29.67,High,strain
8495,32.59,28.04,16.58,22.79,Low,stable
8973,59.35,5.7,22.54,12.41,Medium,strain
9138,42.88,11.69,24.6,20.83,Low,strain
9135,43.88,8.31,28.47,19.34,Low,stable
9785,38.34,18.33,29.96,13.38,High,strain
9463,47.82,21.99,18.74,11.44,Medium,stable
9739,32.08,6.44,19.04,42.44,High,strain
9171,42.01,6.76,5.56,45.67,High,stable
8035,51.08,26.74,26.63,0.0,Low,stable
8999,48.63,16.41,5.72,29.25,Medium,strain
9333,69.99,16.57,20.82,0.0,Medium,strain
8538,45.55,28.61,7.46,18.37,High,strain
8750,45.48,13.01,12.15,29.37,High,strain
9038,50.14,27.43,8.51,13.92,Low,strain
8374,37.61,29.36,8.43,24.6,Medium,strain
8557,65.05,11.04,6.87,17.04,Medium,growth
9452,52.89,17.85,12.95,16.31,Low,strain
9752,37.68,18.36,15.59,28.37,High,growth
8233,61.74,26.65,16.61,0.0,Medium,growth
8705,31.37,12.6,15.99,40.04,Low,growth
8563,69.3,24.95,18.09,0.0,High,strain
8939,64.61,29.28,26.49,0.0,Low,stable
8887,53.19,26.01,20.79,0.01,Medium,stable
8726,34.45,27.73,5.43,32.39,High,stable
9687,38.61,22.71,9.32,29.36,Low,strain
9464,41.18,27.6,13.72,17.5,Low,stable
9526,39.64,9.12,28.73,22.51,Low,stable
9299,49.9,22.81,6.95,20.34,Medium,strain
9874,67.78,23.3,22.75,0.0,Medium,strain
8076,47.77,15.98,5.83,30.43,Medium,growth
8439,56.46,6.99,14.06,22.48,Low,strain
9756,57.54,20.56,24.25,0.0,Medium,stable
9884,64.86,6.3,13.6,15.24,Low,strain
9980,31.35,14.56,15.76,38.33,Low,strain
8699,46.17,14.84,27.63,11.35,Low,stable
9313,61.39,29.97,6.65,1.98,High,stable
8915,62.59,12.5,18.19,6.72,Low,strain
9564,67.09,25.51,14.16,0.0,Medium,strain
8891,58.11,6.33,29.1,6.46,Low,strain
8692,39.81,18.24,24.84,17.11,Medium,stable
8253,50.23,18.42,8.05,23.3,High,growth
9150,31.29,20.72,28.19,19.8,High,strain
9201,55.88,25.25,10.28,8.59,Low,strain
9061,52.17,24.05,7.12,16.66,Medium,strain
8410,56.67,24.03,18.54,0.76,High,growth
9635,67.21,15.81,23.42,0.0,High,strain
9634,57.49,23.19,22.9,0.0,High,growth
8127,42.82,17.28,18.35,21.55,Medium,strain
9507,37.95,6.67,17.32,38.06,Low,stable
9192,64.19,27.25,29.24,0.0,Low,growth
8592,37.77,27.25,25.51,9.46,High,stable
8294,36.46,13.07,22.47,28.0,Low,strain
9869,38.26,27.85,9.88,24.01,High,stable
9662,50.35,23.95,25.49,0.2,Medium,growth
9367,34.97,15.02,23.74,26.27,Low,strain
9020,67.52,13.29,29.8,0.0,Medium,stable
8310,68.65,29.38,8.32,0.0,Low,growth
8662,68.95,22.82,22.88,0.0,Medium,growth
8528,31.56,14.47,29.48,24.49,Medium,growth
8540,67.85,21.05,16.56,0.0,Low,stable
8419,69.9,19.29,23.34,0.0,High,growth
8444,67.7,18.11,29.38,0.0,High,strain
8685,56.84,21.12,18.69,3.36,Medium,strain
9582,58.05,18.44,22.48,1.03,Medium,growth
8840,34.89,21.37,5.5,38.24,High,growth
8236,64.97,27.69,17.99,0.0,Low,strain
9463,32.39,29.83,11.4,26.39,Low,strain
8214,42.71,22.73,8.28,26.28,Medium,growth
8085,69.65,28.2,22.71,0.0,Low,strain
8794,46.89,26.46,5.98,20.67,Medium,growth
9768,35.25,12.38,27.62,24.76,Low,stable
8085,68.77,28.32,17.94,0.0,Medium,growth
9945,69.37,6.77,21.21,2.66,Low,growth
9513,37.48,13.25,11.34,37.93,Medium,stable
8065,64.59,21.0,9.55,4.85,High,growth
9670,45.62,18.17,11.09,25.12,High,growth
8663,45.25,18.56,10.81,25.38,High,stable
8627,40.51,24.87,26.61,8.01,High,strain
8064,31.79,9.87,24.68,33.66,Medium,strain
9367,40.72,29.55,26.32,3.41,Low,strain
8939,32.15,15.94,23.37,28.54,Medium,strain
9899,66.97,28.75,21.09,0.0,Medium,strain
8919,56.47,14.58,18.2,10.76,Medium,stable
9376,65.46,20.04,11.64,2.85,Low,stable
9182,58.69,16.26,22.63,2.42,Medium,growth
9613,35.25,21.9,8.41,34.44,High,strain
8491,67.62,9.59,17.78,5.01,High,stable
9682,66.0,15.02,9.88,9.11,Medium,stable
9879,43.92,6.71,17.62,31.75,High,strain
9487,34.46,19.95,12.35,33.24,High,stable
9249,58.17,29.07,6.34,6.43,Low,growth
9941,59.13,6.15,17.59,17.13,Medium,growth
8313,65.87,21.49,9.55,3.09,Medium,strain
8615,32.11,24.38,9.03,34.49,High,strain
8919,35.67,10.33,14.61,39.39,Medium,strain
9883,53.93,11.83,14.04,20.2,Medium,growth
8813,54.77,10.04,26.67,8.52,High,stable
8940,31.34,12.44,19.12,37.1,High,growth
9490,45.88,7.75,26.36,20.01,Medium,strain
9112,53.37,14.26,8.67,23.7,Low,stable
9907,59.52,14.22,13.93,12.33,High,growth
9327,42.65,25.18,18.88,13.29,Medium,strain
8680,49.36,25.02,8.83,16.79,High,strain
8435,62.56,24.92,8.2,4.32,Medium,stable
8682,68.16,19.18,21.54,0.0,Medium,growth
9159,39.21,13.15,21.35,26.29,Low,stable
9074,40.12,15.27,10.85,33.75,High,stable
9456,67.59,12.94,10.68,8.79,Low,growth
8340,45.84,19.55,23.64,10.98,High,growth
8347,58.73,28.45,7.92,4.89,Low,growth
8646,54.49,12.11,28.08,5.32,High,stable
9371,41.42,16.47,28.59,13.51,Low,stable
8649,56.14,21.38,26.77,0.0,Low,growth
8245,56.22,26.12,10.27,7.39,High,growth
8109,53.7,11.33,5.42,29.55,Low,stable
9849,33.99,12.01,28.42,25.59,Low,growth
9823,69.81,27.13,13.6,0.0,High,strain
8533,46.02,7.01,12.76,34.22,High,growth
9114,55.53,20.14,11.54,12.79,Medium,strain
8296,65.43,26.51,11.11,0.0,High,strain
8112,46.93,28.04,23.36,1.66,Medium,stable
9837,60.96,5.32,27.7,6.03,Low,stable
9613,68.87,14.24,24.65,0.0,High,stable
9201,44.36,11.43,21.85,22.36,Medium,growth
8343,46.21,19.2,12.19,22.39,High,stable
9684,66.22,20.82,18.67,0.0,Medium,growth
8101,36.39,29.99,10.92,22.7,Medium,stable
9782,31.14,17.82,7.79,43.25,High,strain
8629,66.36,18.79,8.01,6.85,Low,stable
9628,62.86,15.36,20.09,1.68,Low,strain
9425,68.9,8.69,5.96,16.44,Medium,growth
8028,32.33,12.58,29.33,25.76,Medium,stable
8937,36.25,11.17,29.89,22.69,Low,stable
9986,34.21,25.03,8.74,32.02,High,strain
9561,57.34,18.65,15.68,8.34,High,stable
8058,54.24,12.4,24.2,9.15,Low,growth
9522,44.37,17.23,28.88,9.52,Low,strain
8297,32.3,10.47,27.28,29.95,Low,growth
8134,55.59,9.63,11.37,23.42,Medium,growth
9355,52.8,26.5,7.13,13.57,Low,strain
8249,34.52,28.62,12.22,24.65,Low,growth
9021,66.36,7.0,15.93,10.71,Low,stable
8550,37.96,24.12,14.0,23.92,Low,growth
8902,59.74,16.33,24.35,0.0,High,stable
9965,65.4,14.72,11.44,8.43,High,strain
9099,53.18,22.24,26.47,0.0,Low,stable
9678,39.87,11.66,10.64,37.83,Medium,growth
8834,42.37,5.51,14.03,38.08,Medium,stable
9192,65.43,10.35,16.2,8.02,High,growth
8771,41.93,9.62,12.28,36.17,Medium,stable
9527,59.85,5.85,24.16,10.14,Medium,strain
9909,69.61,13.03,15.24,2.12,High,strain
9379,69.99,16.86,27.18,0.0,Low,stable
9249,51.34,23.4,29.09,0.0,Low,strain
9688,63.06,13.14,26.5,0.0,High,stable
9555,69.61,9.86,18.07,2.46,Low,growth
8146,44.99,10.77,17.75,26.5,Low,stable
9984,40.1,27.28,10.4,22.23,High,growth
9265,34.57,10.12,19.81,35.51,High,stable
9908,35.64,26.98,28.82,8.56,High,growth
8893,64.14,16.18,7.02,12.67,Medium,strain
8344,53.55,28.36,23.81,0.0,High,stable
9773,64.95,15.2,26.74,0.0,High,strain
9059,61.58,9.44,29.67,0.0,High,strain
8702,56.95,18.73,13.37,10.96,High,growth
8001,54.37,19.69,13.89,12.05,Low,strain
8153,31.93,20.89,10.74,36.43,High,growth
8429,64.89,15.29,24.73,0.0,High,strain
9969,46.71,6.22,8.5,38.57,Medium,strain
8508,52.39,20.67,11.69,15.25,Medium,stable
9150,30.88,28.33,12.38,28.41,Low,stable
8491,67.44,28.94,14.37,0.0,High,growth
9506,66.11,19.92,15.54,0.0,High,strain
8345,51.73,5.5,18.98,23.8,High,strain
9936,53.09,7.65,28.71,10.55,Medium,stable
9762,58.2,25.85,11.18,4.77,Low,growth
8221,40.59,25.74,24.48,9.19,Medium,stable
9939,38.88,28.65,21.91,10.56,High,strain
9943,56.96,19.09,7.9,16.04,Medium,growth
8723,34.18,26.6,25.26,13.97,High,strain
9049,48.16,25.62,7.27,18.95,High,stable
8528,49.71,19.74,23.47,7.08,High,growth
9206,45.25,24.59,22.89,7.26,Low,stable
9523,37.41,8.14,22.24,32.21,Medium,strain
8841,44.21,20.98,11.92,22.89,High,strain
9665,43.5,28.84,19.33,8.33,High,stable
9066,49.97,9.05,24.04,16.94,Low,strain
9939,56.99,23.6,20.94,0.0,Low,stable
8481,68.73,13.02,25.11,0.0,High,stable
8930,35.77,25.43,22.2,16.61,High,growth
9872,64.92,22.43,11.86,0.79,High,strain
9772,41.37,28.15,8.83,21.65,High,strain
8872,53.65,22.8,20.8,2.75,Low,stable
9463,51.87,15.26,23.99,8.88,Medium,growth
9426,52.28,5.27,8.56,33.89,Low,stable
9570,58.93,24.82,9.37,6.87,Low,strain
8345,45.27,15.21,5.3,34.22,Medium,growth
9917,42.76,21.77,18.29,17.18,High,growth
8045,64.11,7.63,18.56,9.7,High,stable
9670,38.8,27.27,17.5,16.42,Medium,stable
8021,37.21,15.89,12.9,34.0,Low,growth
9658,30.62,27.99,15.7,25.69,High,strain
9094,38.42,22.68,24.16,14.75,Medium,strain
9888,50.74,8.04,9.54,31.68,Medium,growth
8873,51.54,19.48,10.04,18.94,Medium,stable
8048,40.18,27.75,21.67,10.4,High,stable
9515,32.89,25.0,26.67,15.44,Medium,strain
